review_id,listing_id,date,reviewer_name,comments,listing_name,neighbourhood,borough,room_type,nightly_price,review_scores_rating
445644038862690600,37122437,2021-09-06,Solange,"Todo muy limpio, la ubicación excelente!<br/>100% recomendable",Amazing King size Room at The Ridge,Lower East Side,Manhattan,Private room,$173.00,4.37
446352688379634023,37122502,2021-09-07,Ilene,"Great location, roof is wonderful, easy check in and check out. Rooms are definitely small, but good for one person. Bathroom was clean, bed mattress could have been better, sunk in too much, seemed tired and worn. WiFi was a bit slow. Overall location and rooftop vibe was perfect for a short trip.",Amazing Micro Unit W/ communal rooftop and kitchen,East Village,Manhattan,Private room,$165.00,4.54
447040389953269246,46727329,2021-09-08,Jennifer,"Great easy check in, great location!  AnnaMarie was a fantastic host.  Super helpful with tips to make our trip easier:)",Entire Place Perfect for travelers,Murray Hill,Manhattan,Entire home/apt,$260.02,4.93
449994302621441902,6764316,2021-09-12,Ikram,Conveniently located and really well designed to fit your holiday needs. Would come back.,2 BR Private Guest Suite in Brooklyn Bridge Loft,DUMBO,Brooklyn,Entire home/apt,$350.00,4.9
449978973828740867,35938640,2021-09-12,Martha,Nicole was so accommodating! We checked in late and she stayed up to help us and show us the place. Great location! We’ll definitely book again if I’m in BK.,Top Floor with Skylight Brooklyn,Canarsie,Brooklyn,Private room,$371.00,4.95
454274962099215184,29651529,2021-09-18,Marc,Beautifully decorated apartment in a great location. Super comfortable bed and with nice linens and towels. Kitchen was great and well equipped. The host made the arrangements and check in easy and had wonderful suggestions for dinner. The apartment is up three flights   of narrow stairs that made luggage a challenge if you are staying a longer period.,The Louvre meets the heart of the east village,East Village,Manhattan,Entire home/apt,$166.60,4.9
454338926942283764,47181832,2021-09-18,Aisha,"Very communicative and very clean! Enjoyed my stay, will be back",Holiday's Hideaway@ The Carriage House on Dean,Crown Heights,Brooklyn,Private room,$73.77,4.82
455044401821017267,26167182,2021-09-19,Allen,Very unique space. Well decorated with a lot of plants which is always nice.  Close to public transportation and a large park in the neighborhood.,Historic penthouse apartment on Saint Marks Place,East Village,Manhattan,Entire home/apt,$274.09,4.74
456490130773846755,21421657,2021-09-21,Erika,Beautiful apartment!  Emma was very flexible with date changes and helpful in answering questions.,Small English Manor,East Village,Manhattan,Entire home/apt,$160.00,4.89
457166739123060197,42620528,2021-09-22,Molly,"This place is perfect! Mark is super sweet and reached out during our trip to see if we needed anything. Will be staying here again. Absolutely loved it - and didn’t feel guilty about not going to the gym after those 4 flights of stairs. Also, if you come back at just the right time, the stairs are filled with the most amazing food scents! Thank you for everything!","2-Bedroom in Manhattan Brownstone, Harlem",Harlem,Manhattan,Entire home/apt,$280.23,4.96
457922859714086881,45710731,2021-09-23,Victor,"Room was clean, quiet (aside from street noise, it’s in the heart of Manhattan, what do you expect?) and reasonably comfortable. Very walkable to many bars and restaurants. Ignacio was amazing! Fast replies to questions and immediate and viable solutions when needed. I will definitely be back!",Private & Cozy Studio in the center of NYC,Kips Bay,Manhattan,Entire home/apt,$119.20,4.48
459403692148421668,13125552,2021-09-25,Andrew,"Neanna's place is wonderful. The space is incredibly well designed and exactly what we needed. The location is prime. We loved being in such an aesthetically pleasing space, which was also super comfortable and cozy. Would 100% stay here again!",Beautiful Bushwick Bungalow w/Backyard,Bushwick,Brooklyn,Private room,$322.39,4.96
459311077056984097,2968070,2021-09-25,Paula,"Claude es muy atento y un excelente anfitrión. El departamento es algo viejito como todo en la zona del time square, así que no esperes lujos, pero tiene todo lo necesario si lo que buscas es donde dormir cómodamente, además su ubicación es perfecta, puedes ahorrar muchísimo en pasaje ya que puedes caminar o tomar el metro que también está muy cerca. Nosotros sin duda lo tendremos como uno de nuestros lugares para regresar.",Near Times Square and Hell's Kitchen,Theater District,Manhattan,Private room,$95.08,4.76
460072848734248245,35154668,2021-09-26,Alison,"What a phenomenal experience! We were hesitant coming into the city with all things COVID and the staff was so thorough and kind, we felt right at home. Temperature checks at the door at check in, constant cleaning of common spaces, and clean rooms. Valet parking was a breeze and very quick. Steps from Central Park and the Theater District— we explored on foot and saw so much of the city with the hotel in just the right. <br/>The people greeting and assisting at the door were amazing! Joel and Josh especially approached us with kindness and a great sense of humor. <br/>We will be back, no doubt!",Studio - Steps from Central Park and Times Square,Midtown,Manhattan,Private room,$254.00,4.64
460051189076968447,47753789,2021-09-26,Olu,Had a great stay! The room was nice and clean I will definitely be visiting again.,Beautiful King Bed Hotel Room,Financial District,Manhattan,Private room,,4.92
460107047550203383,46729678,2021-09-26,Teresa,Charming place to stay in Midtown NYC!<br/>Location is great to be able and sightsee in Manhattan. Don't forget to jump on the Ferry to see the city skyline frlm the harbor.  The Ferry is only a 15 minute walk from the apartment too. Eat at Sarge's deli which is 3 minutes from the apartment. The pastrami and matzo ball soup is fantastic! AnnaMarie is a great host!!,Entire place sleeps 6  midtown Manhattan,Murray Hill,Manhattan,Entire home/apt,$272.94,4.99
460105302147975212,35186258,2021-09-26,Thomas,Smooth check in and out. Great for a week long visit!,"Nice, cozy Studio in Midtown Manhattan NO PARTY",Midtown,Manhattan,Entire home/apt,$138.71,4.87
460021362334104313,46413888,2021-09-26,Cristina,I loved this stay! It had everything I needed and the location is great. Ignacio was a very responsive and helpful host. I would highly recommend this studio to others!,"Charming Murray Hill Studio, NYC",Kips Bay,Manhattan,Entire home/apt,$135.19,4.47
460746461156930444,50731544,2021-09-27,Kimberly,"Had an amazing time here, this location is perfect if you need a place to sleep at night, also in a great and convenient spot!      My only suggestion is to bring shower flops, they have communal bathrooms (the bathrooms were very clean!!‼️)  Other than that my boyfriend and I loved the place! I definitely would stay here again",Bank Bed and Private Kitchen,Gramercy,Manhattan,Private room,$143.00,4.5
460798546568032663,43605445,2021-09-27,Joyce,Very clean and beautiful. Close to the city also many stores nearby. Waleed checked in to make we had everything we needed.,No Cleaning Fee Suite Private home RUMC & Wagner,Silver Lake,Staten Island,Private room,,4.85
460856370235041037,13004967,2021-09-27,Moselyn,Beautiful room and jacuzzi was everything,Jacuzzi Suite Near Subway & NYC Attractions,Harlem,Manhattan,Entire home/apt,$425.09,4.69
462282013160766302,44251069,2021-09-29,Alina,"The place was nice and comfy, everything was clean. Walking distance to Ferry, but the area seemed little unsafe in the evening, especially for lonely traveling women. Despite this moment everything was great!",Amazing Room close to RMCU and SIUH,Stapleton,Staten Island,Private room,$85.31,4.81
462311768633997114,4881420,2021-09-29,Megan,"Mio's place is safe, comfortable, and in a great location. Very close to the subway, quick food, a drug store, and several sites. <br/>Mio was a little bit more communicative than other airbnb hosts in my experience, but outside of making sure we understood the rules and giving us a 10 minute orientation over the more particular parts of his home, he left us alone and made sure we had everything we needed.<br/>The bed was comfortable, there was an AC that we used on a hotter night and extra blankets that we used on a cooler night. I loved using Mio's comfy recliner at the end of long walking days in the city.",LARGE COZY STUDIO BEST LOCATION - PARADISIAC OASIS,Chelsea,Manhattan,Entire home/apt,$14.64,4.55
465827164785464144,31059670,2021-10-04,Richard,"Wonderful, extremely clean and quiet place, perfectly situated near dozens of restaurants and bars, and two short blocks from Myrtle Ave JMZ station, so it's easy to jump on make your way around.<br/>Bonus points for the large and deep tub, which allows for a peaceful soak after a day of exploring the city.",EntirePlace_SUNNY Duplex w/Private Backyard+Office,Bushwick,Brooklyn,Entire home/apt,$457.00,4.9
467332616371823145,6237443,2021-10-06,Cat,"Laurence is very warm, articulate, and welcoming, to his home. The room is spacious, with plenty of room to do my daily exercise, and spread out my luggage. I had my own private bath, on the same level as the rest of the apartment, adjacent to my room. I really appreciated having a fridge in the room, for drinks, etc. <br/>The walk to the subway was about .3 mi. In a safe neighborhood. The Brooklyn Museum is about a .4 mi walk, if you aren’t up to the 30-40” subway trip into Manhatten. I highly recommend Laurence & his apartment.",Fantastic location : Spacious Room  w/ Bathroom,Prospect Heights,Brooklyn,Private room,$144.33,4.91
467377861618300249,39833359,2021-10-06,Germaine,"Perfect spot near LGA for a quick stopover. Nice location, very close to some of my loved ones in Astoria. So many charming & thoughtful  touches: snacks, beverages, umbrellas, books, wine bottle openers! <br/>I even entertained a friend for a quick wine & cheeseboard happy hour, everything was available as needed. Truly a cozy studio, and way better than an expensive hotel for me. Thank you Laura & Hugo for a great stay!",Cozy Studio with a Modern/Luxe Feel,Astoria,Queens,Shared room,$409.00,4.98
470210700480639797,44048372,2021-10-10,Connor,"Beautiful and spacious rental, with great character and charm. A tiny bit noisy with tenants upstairs and thin walls, but nothing that detracts too much from your experience. Amazing communication and care from the hosts",2BR Brooklyn Townhouse | Private Garden+Workspace,Bushwick,Brooklyn,Entire home/apt,$156.68,4.81
470225351929386268,37404277,2021-10-10,Chuyan,"A nice place with its great location for commute, dining and all other entertainments. The residence is valuable in east village. Maria is very friendly and helpful! Having Enjoyed a great time during the stay!",Sleeping loft East Village close to NYU,East Village,Manhattan,Entire home/apt,$241.33,4.76
470937847365700823,37549695,2021-10-11,Jessie,"This was a beautiful, simple, and clean apartment. It is located in a nice neighborhood that was convenient to where we were visiting family. Parking was available on the street, and overall it was a quiet neighborhood. Though we didn’t think to ask about this, the bed sheets and blankets had no scent added to them, making this a good place for someone with chemical sensitivities.","Minimalist Studio in cool Bed-Stuy, Brooklyn",Bedford-Stuyvesant,Brooklyn,Private room,$280.00,4.85
470901654714995543,40158019,2021-10-11,Travis & Carole,"Reut is a wonderful, super accommodating host and her place is great! We were traveling from SF with our baby and she ordered a pack-n-play crib so we wouldn't have to carry one across the country. Also got the chance to meet her and talk about some local places—even saw her out and about on the town when we were looking for brunch spots. Easy entry, new modern completely rennovated place, and great location between the water and the subway in Williamsburg. Stay here!",Modern and Cozy suite in the heart of Williamsburg,Williamsburg,Brooklyn,Private room,$445.33,4.94
471703544757002815,41976399,2021-10-12,Vladimir,"Great place, area, and host. recommend","Charming, cozy room in the heart of Astoria",Astoria,Queens,Private room,$61.60,4.98
472347731318443016,47887785,2021-10-13,Nameko,"Great space, nice and clean. Nice location also.","Private Studio in Glendale, Queens | Free W/D",Glendale,Queens,Entire home/apt,$105.23,4.83
472434835536192732,57166,2021-10-13,Itaru,Very clean and spacious for this area.  Great location.,Elegant NYC Pad,Ditmars Steinway,Queens,Entire home/apt,$141.67,4.88
473164153561791643,10165064,2021-10-14,Samantha,"Wonderfully spacious apartment in a beautiful neighborhood, close to Central Park, the train and many great restaurants. The bed is comfy, the shower is deluxe, and the patio space is private and cozy. Lots of building renovations happening close by, but when those are done, the patio space will be an even better retreat during the day.",FAB Garden Guest Suite  W/Garden nr Central Park!,Upper West Side,Manhattan,Private room,$395.42,4.96
473120434167701072,47855824,2021-10-14,Dayra,"The place is well located, just a 4-minute walk from the subway station, there are multiple stores super close to the house, restaurants, banks, and many other things. Patrick is kind and the place has the basic stuff to be comfortable.",Beautiful room in cypress hills,Cypress Hills,Brooklyn,Private room,$45.37,4.61
473144226278970292,43652025,2021-10-14,Matthew,"Great location, fair price, apartment is a little rough around the edges but I'd recommend to anyone who wants to be in Williamsburg.",Bright Top-Floor 2BD Flex · Williamsburg · Monthly,Williamsburg,Brooklyn,Entire home/apt,$183.63,4.78
473834080356549968,15785088,2021-10-15,Jennifer,"Close to the C train. Lots of extra blankets, sheets and pillows. Good space for 4 people. Beds are a bit small but doable.","Spacious Shared Clinton Hill Apt Brooklyn, NY",Clinton Hill,Brooklyn,Entire home/apt,$244.21,4.74
474599994479740262,21230082,2021-10-16,Jeanette,This place was great! Super short walk to the subway and to Central Park. You’ll get those steps in going up the stairs but it’s totally doable (much less than those subway stairs!) The restaurant below is to die for. And we had a great view. My daughter worked from home and the wifi worked well for her business needs. Would love to stay there again because of the nice experience.,ALL new modern apartment of 2 bedroom NYC style!❤️,Upper East Side,Manhattan,Entire home/apt,$659.60,4.86
475968299360024611,8322478,2021-10-18,Ali,We loved staying here! Everything was just as described and Mia was super responsive and easy going.,Designers brownstone in Bed-Stuy,Bedford-Stuyvesant,Brooklyn,Entire home/apt,$125.98,4.92
476034346099863627,50132200,2021-10-18,Victor,This location was great if you don’t mind a locals experience of uptown NY!  Convenient train station down the street. <br/>We were able to get in touch prior to check in and everything went smoothly.  We enjoyed staying in the Bronx.  I highly suggest getting a few recommendations from McCauley if you want to check the neighborhood out.  McCauley is very accommodating and welcoming as well.  Although listing states enough space for 9 we would suggest 4-5 max to make sure you have enough space and feel at home.,YANKEE STADIUM 🌆 ENTIRE🏡 🛌  9 LUX APT GARAGE BELOW,Concourse Village,Bronx,Entire home/apt,$271.73,4.55
476782827138724531,5519207,2021-10-19,Emily,"Excelente lugar para quedarse, cuarto súper cómodo con su baño, todo muy limpio, con todo lo que necesitas para pasar unos días en NY, real solo lleva tu cepillo de dientes y pasta,  está cerca de una estación del metro y sin ningún  problema llegas a todos los lugares, 10/10 👌🏻",Chez Jesse Vacation Spot - Garden,East Harlem,Manhattan,Private room,$181.33,4.86
476748462704167365,35235326,2021-10-19,Elliot,"Nice, clean and affordable place to stay locally. The temperature had dropped a bit overnight so I requested a extra blanket the next day. Angelica gave me an extra blanket with no hesitation. I could tell the bed was clean as I could smell the soap and fabric softener on the bedding lol. Parking could be a bit of a challenge, but I made due. I would definitely book this place again.",Private Minimalist Studio for solo travel.,Bushwick,Brooklyn,Entire home/apt,$84.63,4.86
478310243984136299,29592768,2021-10-21,Andrew,"Nice, clean, cozy basement-level spot in a relatively quiet neighborhood. Conveniently located near the Astoria Blvd metro station and sufficient free street parking around the area (though beware of Monday/Tuesday street sweeping). Stayed for 4 nights and overall a great experience from checkin to checkout. Minor complaints on the overuse of air fresheners and the tiny bathroom (that has a screen door).",Filomena’s,Ditmars Steinway,Queens,Private room,$88.72,4.81
478982977943710037,37187259,2021-10-22,Leyre,"Me alojé durante ocho días en una de las habitaciones de la casa de Tj. Es una casa grande que cuenta con unas 9 habitaciones para Airbnb. Hay dos plantas, cada una tiene su cocina y baño. Quiero destacar (ya que yo no lo leí) que no se puede usar el horno y los fuegos, por lo que si planeas cocinar durante tu estancia, no lo recomiendo demasiado, aunque está disponible el microondas, nevera, tetera etc. <br/>Se comparte la casa con bastante gente, a veces es incómodo que el baño está ocupado y hay que estar esperando. La cocina suele estar bastante vacía. La casa cuenta con camaras en espacios comunes.<br/>La habitación era espaciosa y estaba limpia, aunque una de las toallas tenía unas manchas. La cama es grande y muy cómoda, aunque suena bastante cuando te tumbas/mueves. La habitación no tiene armario grande pero si algunos espacios para guardar ropa en las mesillas de noche. El tren pasa cerca de la casa y se oye, en mi caso no fue molesto, pero si hay personas muy sensibles con el ruido no les recomendaria elegir esta habitación, ya que el metro funciona durante toda la noche.<br/>La habitación cuenta con un código para entrar, lo que me resultó muy cómodo, al igual que la entrada principal de la casa. Además, el check out es a las 10 am pero me permitieron dejar la maleta hasta las 11-12 pm. Meela siempre respondió muy rapido a todos los mensajes.<br/>La casa está muy bien situada ya que a 5 minutos andando llegas al metro (36 av) por lo que en apenas 20-30 minutos estaba frente a Central Park.",CHEERFUL ROOM CLOSE TO MANHATTAN,Astoria,Queens,Private room,$67.03,4.73
480359118586779609,767286,2021-10-24,Pamela,Vance is a very lovely person and she is very helpful with suggestions of restaurants…her space is inviting and has a good vibe!  I enjoyed my stay!,Last-Minute Bookings private room,Upper West Side,Manhattan,Private room,$110.83,4.41
481081931080284063,21851228,2021-10-25,Steven,Sasha is a great host and the condo was perfect for our trip to NYC.,"Clean, Comfy, and Central Midtown Haven!",Midtown,Manhattan,Entire home/apt,$209.27,4.86
481790752608850034,2373238,2021-10-26,Tania,"Michal was such a great host. She was very communicative, and the location was perfect.",Times Square Area Quiet + Private Guest Studio,Hell's Kitchen,Manhattan,Entire home/apt,$141.07,4.9
484673685007925012,28314777,2021-10-30,Marcus,This place is situated in Queens right across from an awesome supermarket and another little store Papa John’s pizza and Dominos pizza right now on the street along with other places. An easy walk to the subway. I enjoyed everything about this place from the owners to some residents that live there that were very helpful just everything about the area. I would highly recommend. For me this was a last minuteDecision to get an Airbnb. And Fort last decision I hit the jackpot. This weekend was the rolling loud weekend it was one of the biggest concerts that would hit that area. And I got hooked up at this place,Queens Finest Luxury Place(hosted Rental),Jamaica,Queens,Private room,$166.43,4.5
484770015616746628,50476420,2021-10-30,Arianna,"Erentia's place was very nice. It was clean, well-kept, and comfortable. She provided us with towels, waters, and was very pleasant. The area is close to the subway and has lots of options around the area.",Beautiful Private Room in Cozy Apartment,Harlem,Manhattan,Private room,$197.50,4.87
484730238548543566,50510257,2021-10-30,Lauren,"I loved my experience at this Airbnb! It was a beautiful apartment with updated access making it easy to come and go. The hosts added a lot of extra touches that really made it a world class experience (fresh flowers, water and fruit upon arrival, Nespresso machine stocked with pods). The bed is super comfortable, which I appreciate as I travel a lot and it’s hard to come by a comfy bed. <br/>The hosts were great about communicating with me on what to expect. It’s also in a really fun area that’s undergone so much transformation. Having lived in NYC previously, this was a super luxurious way to stay and beats paying way too much for a hotel that is half the size 🙌🏻","Luxury high-rise - doorman, in-unit laundry",Chelsea,Manhattan,Entire home/apt,$651.72,5.0
485478753448486996,46546926,2021-10-31,Genesis,It’s located in a good area if you are interested in all the tourist locations. A lot of noises all night long . My biggest complain was the cleanliness of the room the bathroom smelled so musty and a lot of mold in the bathroom so much we didn’t want to shower in it. I just think they should take better  care of their place if they want to promoted to others.,Urban Soul - Herald Square Stay,Midtown,Manhattan,Private room,$249.00,4.61
486140689501497087,4881420,2021-11-01,Michael,A crazy and comfortable place that suits NYC in a great location,LARGE COZY STUDIO BEST LOCATION - PARADISIAC OASIS,Chelsea,Manhattan,Entire home/apt,$14.64,4.55
486213795431630110,35619073,2021-11-01,Dane,"Easy check in, and very responsive! The location is great, just keep in mind that there is a lot of walking up hill/stairs.",Cozy Studio Apartment -Parking - Walk to Ferry.,St. George,Staten Island,Entire home/apt,$102.11,4.93
486915781487543461,52846635,2021-11-02,Nadia,"El mejor Airbnb que he arrendado, súper espacioso, limpio, hermoso, cómodo, lo tiene todo está alejado de lo turístico pero en metro pueden llegar fácilmente, Patrick es el mejor anfitrión que puedan llegar a tener, súper atento y lo da todo para que tu estancia en su casa sea totalmente de tu agrado, definitivamente volvería alojarme ahí sin duda 100% recomendable y el anfitrión 5 estrellas.",Swanky 1 private bedroom,Wakefield,Bronx,Private room,$52.00,5.0
486921520685348430,52779501,2021-11-02,Huma,Amazing cozy space with hall ways that smell to die for. <br/>I met Omar; one of the co - host who happened to be out. Seemed like a very good person and I’m sure PetaGay is too!<br/>The place was freshly renovated and I wish I had stayed longer considering how cozy the bed was. <br/>The host was prompt in response and was super welcoming.  I CAN NOT stress how warm and welcoming their place was<br/>This was one of my favorite Airbnb’s I’ve stayed in so far. <br/>Parking was also fairly easy around here as there was ample street parking!<br/>10/10 in everything.,MODERN 1-BEDROOM FLAT IN UPTOWN BRONX NY,Wakefield,Bronx,Entire home/apt,,4.8
490593673822574471,44251069,2021-11-07,Victoria,Very clean space. Easy check in process. Host is quick to help and communicate. Would recommend this spot.,Amazing Room close to RMCU and SIUH,Stapleton,Staten Island,Private room,$85.31,4.81
490532628432410927,10174662,2021-11-07,Erin,"The location is to die for!! We were so happy with our stay! Also, as a group of four, it was really comfortable accommodation. Super clean. Would stay again.",NOLITA Amazing & Spacious,Nolita,Manhattan,Entire home/apt,$160.40,4.84
490583608858487174,39861059,2021-11-07,Joshua,Front desk was very friendly. Clean room and great service.,"Hotel 32 32, Queen Premier with Balcony",Midtown,Manhattan,Private room,$198.00,4.29
490552792703020026,45723636,2021-11-07,Kevin,"Place was spacious and quiet. One of the bedrooms has pretty thin walls and can hear sound from the neighboring unit. In addition, the unit had a slight weed smell that never seemed to go away.<br/>Aside from those 2 complaints, the place is a great deal.",Sleek-2 BR! in Queens Apartment 30 day plus!,Corona,Queens,Entire home/apt,,4.81
490558596714534755,40816175,2021-11-07,Jilian,My stay was very enjoyable.Clean and pleasant apartment.I really enjoyed the patio.,Ana Karla's Sweet Home *5 MIN TO LGA & CITIFIELD*,East Elmhurst,Queens,Private room,$161.91,4.87
490535891234868527,52013393,2021-11-07,Taryn,Loved this space. It is exactly as pictured and in my opinion it’s even better. I don’t have any complaints personally. My sister mentioned the bed is a bit hard but that’s the only thing. This is a great space to rent and Nusrat was a great host.,Cozy 1BR Near JFK with Self Check In and Workspace,Jamaica,Queens,Entire home/apt,$99.45,4.81
490598646970601451,38469091,2021-11-07,Marquis,"The place was amazing, the water was hot.",JFK Area Home Away from Home,Jamaica,Queens,Entire home/apt,$135.81,4.86
491255292351530469,41109712,2021-11-08,Jean,Great place and great location for a group of friends! Only 6 minutes walking to MSG,Studio678 In the heart of Midtown Manhattan,Midtown,Manhattan,Entire home/apt,$351.90,4.69
491229128489687054,25346963,2021-11-08,Maryclare,"We had a fantastic stay - the apartment was cozy, clean, and easy to get into. And the location is spectacular!",Townhouse Apartment steps away from Central Park,Upper East Side,Manhattan,Entire home/apt,$481.20,4.89
491259142975589857,7053502,2021-11-08,Bonnie,"Miriam was a gracious host and the room was immaculate, bright and light.  The  bed was comfortable and the location can’t be beat!","Artist Ft Greene Brownstone - Best Block, Legal",Fort Greene,Brooklyn,Private room,$304.50,4.96
492750534439796101,5301003,2021-11-10,Grady,"Jing is absolutely Amazing.. A complete sweetheart. Her place is immaculately clean, very comfortable and great neighborhood. You are 1-2 blocks from outstanding food choices (5th Avenue) . Jing was in good communication and even has a short laminated  guide to help guide you, once you have checked in. Simply fantastic.. If I could give her 6 stars, I would!! ⭐️⭐️⭐️⭐️⭐️⭐️",Newly renovated 1BR+ in Park Slope,South Slope,Brooklyn,Entire home/apt,$202.54,4.9
493472605826279567,32549155,2021-11-11,Eduardo,"Departamento en buenas condiciones, acceso a varias estaciones de metro y cercanía con locales comerciales.",BK Home Away From Home,Bedford-Stuyvesant,Brooklyn,Entire home/apt,$200.00,4.77
494906398623333642,45933728,2021-11-13,Angela,"Super professional, apartment was very clean and well kept and R.J. communicated everything perfectly for us. Made our trip!",Brooklyn is Awesome.  2 bedroom apartment,Bedford-Stuyvesant,Brooklyn,Entire home/apt,$411.00,4.58
495590393005026730,45882814,2021-11-14,Anisha,"Just as what is advertised. Very comfortable stay, great hotel, & fun area.",Beautiful 2 Double Bed Hotel Room,Financial District,Manhattan,Private room,,4.77
495646003494519898,14055238,2021-11-14,Alisha,"This home was perfect for our family. It was spacious and had all the amenities we need. The location was ideal for the way we like to wander and we felt at home feom the start. The kids had plenty of space to play and the size of the home allowed us to chill after long days out and about. The hosts were kind, thoughtful, and really did want us to have a wonderful stay!",Spacious Park Block Gem!,Park Slope,Brooklyn,Private room,$377.50,4.85
495592604536005323,51960731,2021-11-14,Shaopeng,Room is clean. Host is friendly. The area is very quiet and peaceful.,Magical Dream Getaway- Amazing! Near JFK,Queens Village,Queens,Private room,$78.18,4.94
495660099865124110,46608176,2021-11-14,Enu,Excellent place. Second stay and I will be back!,Stunning views! Lincoln Center steps away,Hell's Kitchen,Manhattan,Entire home/apt,$849.97,4.82
496348215387098031,33835992,2021-11-15,Julibeth,This place was very cozy and warm to stay and a couple of blocks away from the train station. Will definitely come again whenever we come to visit our friends in NYC is also super close to many stores very convenient and Lynette was very nice giving us the best instructions and always in touch with us.,Luxe-Exquisite Cozy space is one minute to L train,East New York,Brooklyn,Entire home/apt,$109.21,4.86
496357738247956126,30537849,2021-11-15,Rupinder Kaur,"This garden apartment was clean, and located in the perfect t neighbourhood. Amazing shops around. 10 minute walk from the gym. 2 minutes from our fav coffee shop, and we were surrounded by delicious restaurants. The appliances were new. The backyard, although we didn’t use it, was also spacious. Our fav part was Michele, who was kind, attentive, and sweet. Helped us out a lot whenever we needed it.",Garden Apt in the Heart of Park Slope,Park Slope,Brooklyn,Entire home/apt,$226.77,4.98
496410833110843203,52164877,2021-11-15,Tuan,One of the friendliest AIR BNB host I stayed with. Very helpful. We got lost trying to find his place the first day and he personally drove up to find us to guide us there. Very genuine and caring host.,Cozy Modern 3 bedroom Apt. with private parking,Maspeth,Queens,Entire home/apt,$160.65,4.94
497029199131583256,38725189,2021-11-16,Shelby,This is our second time staying here and it’s amazing ! Great location for where we needed and she was very kind and helpful both times! highly recommend staying here!,Available Feb 1st,West Brighton,Staten Island,Entire home/apt,$175.90,4.91
498515486092991974,52207504,2021-11-18,Héctor,"Sebastián tiene un departamento muy agradable y muy ameno que saca del apuro a cualquiera que quiera pasarla bien en Nueva York sin gastar demasiado. Su atención y su disposición para sugerir qué hacer ayuda mucho, además está cerca de supermercados y venta de comida que saca del apuro. Lo recomiendo.","Beautiful Private Room, Upper East Side, Manhattan",East Harlem,Manhattan,Private room,,4.86
499249318891961469,20989220,2021-11-19,Alejandro,What can I say when everything was perfection and so clean.,Lovely Young Apt    Close to JFK & LGA,Flushing,Queens,Entire home/apt,$113.77,4.87
499195497364939251,52114771,2021-11-19,Ellen,"Stay here! Beautiful neighborhood, lovely hosts, clean, comfortable and spacious apartment. One of the best stays I’ve had",Brooklyn Bohemian Suite,Bedford-Stuyvesant,Brooklyn,Entire home/apt,$171.61,4.93
500694721945675706,51143643,2021-11-21,Alex,Apartment was exactly as pictured and extremely clean.  It was even bigger than expected.  Location was absolutely perfect!!  Karina was extremely helpful and promptly communicated.  We look forward to future stays!!,Lovely 1-bedroom flat in Lower East Side/Manhattan,Chinatown,Manhattan,Entire home/apt,$141.81,4.92
500685053231588195,39169415,2021-11-21,Shelby,"Anna’s place is a cozy spot with a great outdoor shared space. With 2 bed and 2 separate baths, it is the perfect arrangement for 2 couples.  It is in a great location and on a quieter street. The beds are comfortable and the water pressure is nice. It had everything we needed during our stay.  I would definitely stay here again!","Entire Place, 7 Min to Manhattan, Firepit, Hammock",Williamsburg,Brooklyn,Private room,"$1,228.00",4.85
500724426019588168,20242938,2021-11-21,Brooklyn M,"I enjoyed my stay here, the place was cute!",Belo Quarto,Brownsville,Brooklyn,Private room,$117.54,4.55
500749692893553239,35186258,2021-11-21,Alexis,The location couldn’t get better because you’re kind of the Galway point between a lot of NY attractions. There’s a subway entrance nearby which is how we got around all week. The place is small but expected as you’re in NY.,"Nice, cozy Studio in Midtown Manhattan NO PARTY",Midtown,Manhattan,Entire home/apt,$138.71,4.87
504285769400417011,22516600,2021-11-26,Suleman,"Wonderful location, pristine rooms with plenty of right outside, and just a sense of homeliness.",Private Room for 2,Bedford-Stuyvesant,Brooklyn,Private room,$67.78,4.85
505070589963690886,5979675,2021-11-27,Marise,The accommodation was great and nothing was missing. It is only 5 minutes to the subway and then about 30 minutes to Manhattan. The check-in was totally uncomplicated and we felt very well taken care of. The apartment is really big and beautiful! Thank you very much!,`Amazing Brooklyn Apartment,Cypress Hills,Brooklyn,Entire home/apt,$92.74,4.86
505107466446271747,43686536,2021-11-27,Sharon,Nice place. Very safe and convenient.,Fantastic! NYC Bright and spacious private-balcony,Astoria,Queens,Entire home/apt,$121.45,4.74
505015581557636091,8343222,2021-11-27,Alex,Mona's place was perfect! Just 15 min by car to the Ferry and really close to the Staten Island Diner that was delicious. The apartment's heater worked extremely well and Mona always responded very quickly to any questions I had. Parking was right out front and there were no issues during our stay. Would highly recommend!,"1 bedroom Apartment, Fully Furnished, near RUMC",Silver Lake,Staten Island,Entire home/apt,,4.7
505028563273129440,51620955,2021-11-27,Laura,"The room was great, everything was according to the post, the only thing is the apartment doesn't have curtains, so instead of it, I had to put on towels. However it's a great place to stay, it's close to some subway stations and it's easy to go there.",Spacious private room in beautiful apartment!,Cypress Hills,Brooklyn,Private room,,5.0
505754472863651742,19294842,2021-11-28,Damelis,"Thank you very much, everything impeccable, with clear directions, self check-in and check-out, two subway stations within a 15-minute walk, where you can take lines A and C and go directly to Manhattan without transferring.  The quiet place, super clean, with automatic fragrance, sensor lights, personal hygiene items, a blackboard with information on free activities, excellent accommodation, super recommended","Barbaresco, Self Check-In😱, work from 🏡, near JFK✈️",East New York,Brooklyn,Private room,$62.20,4.81
